trial,loss,grad_norm,learning_rate,entropy,num_tokens,mean_token_accuracy,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_entropy,eval_num_tokens,eval_mean_token_accuracy,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
sft2,1.6439646911621093,0.4764612019062042,1.4148363493766802e-06,1.6623136758804322,1238164.0,0.6287036073207856,1.9,475,,,,,,,,,,,,
sft2,1.6206552124023437,0.44236519932746887,2.0978998601206556e-09,1.6410406851768493,1303196.0,0.6331469607353211,2.0,500,,,,,,,,,,,,
sft2,,,,,,,2.0,500,1.6284384727478027,27.267,11.002,1.394,1.6255201509124355,1303196.0,0.6279335367052179,,,,,
sft2,,,,,,,2.0,500,,,,,,,,787.9494,5.076,0.635,4661829818646528.0,1.6419671478271485
sft2,,,,,,,2.0,500,1.6284384727478027,27.2491,11.01,1.395,1.6255201509124355,1303196.0,0.6279335367052179,,,,,
sft3,1.9476963806152343,0.9828404188156128,9.991505881949837e-05,1.940977988243103,64046.0,0.5993454456329346,0.1,25,,,,,,,,,,,,
sft3,1.6439488220214844,0.8894929885864258,9.879230297486034e-05,1.6468987959623336,129199.0,0.6275955951213836,0.2,50,,,,,,,,,,,,
sft3,1.604748992919922,0.791724443435669,9.639281930749362e-05,1.630889394879341,195000.0,0.6320598375797272,0.3,75,,,,,,,,,,,,
sft3,1.6366465759277344,0.745293378829956,9.277939410481507e-05,1.6523811894655227,262927.0,0.6280597248673438,0.4,100,,,,,,,,,,,,
sft3,1.6230368041992187,0.6757739782333374,8.804657835561456e-05,1.6553444695472717,325746.0,0.6301517936587334,0.5,125,,,,,,,,,,,,
sft3,1.7309060668945313,0.8745742440223694,8.231821367380335e-05,1.7421186393499375,390788.0,0.6181117758154869,0.6,150,,,,,,,,,,,,
sft3,1.6378486633300782,0.711971640586853,7.574419178660268e-05,1.6502177852392197,456131.0,0.6242939645051956,0.7,175,,,,,,,,,,,,
sft3,1.6503677368164062,0.8328612446784973,6.84965323802926e-05,1.6766633343696595,521658.0,0.6274060305953025,0.8,200,,,,,,,,,,,,
sft3,1.6168670654296875,0.9691725969314575,6.076488193289375e-05,1.6215903717279434,586613.0,0.6338183504343032,0.9,225,,,,,,,,,,,,
sft3,1.6861369323730468,0.6260396838188171,5.2751551313948246e-05,1.693704410791397,651598.0,0.6245904338359832,1.0,250,,,,,,,,,,,,
sft3,,,,,,,1.0,250,1.6246882677078247,29.8102,10.064,1.275,1.6656600299634432,651598.0,0.6289560637975994,,,,,
sft3,1.478037109375,0.7563022375106812,4.4666222000454683e-05,1.5224943268299103,715124.0,0.6602960759401322,1.1,275,,,,,,,,,,,,
sft3,1.5586727905273436,0.8398745059967041,3.672045942919474e-05,1.6027897185087203,782100.0,0.6423901551961899,1.2,300,,,,,,,,,,,,
sft3,1.497583770751953,0.7413859963417053,2.912217705227075e-05,1.5177549320459365,845648.0,0.6581779479980469,1.3,325,,,,,,,,,,,,
sft3,1.561619873046875,0.7614213824272156,2.207019595260154e-05,1.6101544201374054,909176.0,0.6446644422411919,1.4,350,,,,,,,,,,,,
sft3,1.5528211975097657,0.7898791432380676,1.574904237564726e-05,1.5465253067016602,974056.0,0.6502909561991692,1.5,375,,,,,,,,,,,,
sft3,1.5106765747070312,0.7934058904647827,1.0324119308178166e-05,1.545340958237648,1037646.0,0.6521453189849854,1.6,400,,,,,,,,,,,,
sft3,1.5237406921386718,0.7601873278617859,5.937378447370067e-06,1.5583088582754134,1104789.0,0.6488190320134163,1.7,425,,,,,,,,,,,,
sft3,1.4962657165527344,0.7090001106262207,2.703605810004772e-06,1.5244448840618134,1171679.0,0.6521799510717392,1.8,450,,,,,,,,,,,,
sft3,1.575423583984375,0.8407641053199768,7.074181746883401e-07,1.609476587176323,1238164.0,0.6413576596975327,1.9,475,,,,,,,,,,,,
sft3,1.553900909423828,0.7200274467468262,1.0489499300603278e-09,1.5804628551006317,1303196.0,0.6448867791891097,2.0,500,,,,,,,,,,,,
sft3,,,,,,,2.0,500,1.6274707317352295,29.7115,10.097,1.279,1.574140285190783,1303196.0,0.6292158647587425,,,,,
sft3,,,,,,,2.0,500,,,,,,,,849.7925,4.707,0.588,4296152496734208.0,1.604347312927246
sft3,,,,,,,2.0,500,1.6274707317352295,29.7252,10.092,1.278,1.574140285190783,1303196.0,0.6292158647587425,,,,,
sft4,1.8010121154785157,0.475919246673584,0.00028022713801479656,1.7820137798786164,129199.0,0.6134992957115173,0.2,25,,,,,,,,,,,,
sft4,1.6206085205078125,0.4118789732456207,0.00020874905369207554,1.6402644050121307,262927.0,0.6302665191888809,0.4,50,,,,,,,,,,,,
sft4,1.6719271850585937,0.4519818425178528,0.00011337591464574131,1.688684630393982,390788.0,0.6239833462238312,0.6,75,,,,,,,,,,,,
sft4,1.6450743103027343,0.41698524355888367,3.289892232424079e-05,1.6568554508686066,521658.0,0.6250552570819855,0.8,100,,,,,,,,,,,,
sft4,1.653629913330078,0.3630456030368805,5.0555204473140545e-08,1.6617194879055024,651598.0,0.6282867771387101,1.0,125,,,,,,,,,,,,
sft4,,,,,,,1.0,125,1.6297235488891602,29.6805,10.108,1.28,1.6582878671194379,651598.0,0.6284764158098322,,,,,
sft4,,,,,,,1.0,125,,,,,,,,443.3946,4.511,0.282,2362174341120000.0,1.678450408935547
sft4,,,,,,,1.0,125,1.6297235488891602,29.7084,10.098,1.279,1.6582878671194379,651598.0,0.6284764158098322,,,,,
sft5,1.885421600341797,1.1398286819458008,4.986529968316653e-05,1.8716532003879547,129199.0,0.6048627272248268,0.2,25,,,,,,,,,,,,
sft5,1.636351318359375,1.0123664140701294,4.8729174962253446e-05,1.6631929206848144,262927.0,0.6284683732688428,0.4,50,,,,,,,,,,,,
sft5,1.6820933532714843,1.003766417503357,4.648654297396878e-05,1.7084665220975876,390788.0,0.6226719790697097,0.6,75,,,,,,,,,,,,
sft5,1.6521237182617188,0.935978889465332,4.324197914485075e-05,1.6743167573213578,521658.0,0.6248468159139157,0.8,100,,,,,,,,,,,,
sft5,1.6587353515625,0.8005213737487793,3.9146779651950626e-05,1.6667029681801795,651598.0,0.628817164003849,1.0,125,,,,,,,,,,,,
sft5,,,,,,,1.0,125,1.6320127248764038,29.964,10.012,1.268,1.6772959640151577,651598.0,0.628515500771372,,,,,
sft5,1.5427168273925782,0.8786283731460571,3.439190638110888e-05,1.5761340016126633,782100.0,0.6472184112668038,1.2,150,,,,,,,,,,,,
sft5,1.556104736328125,0.85244220495224,2.9199082246754122e-05,1.5777752396464348,909176.0,0.6471849423646927,1.4,175,,,,,,,,,,,,
sft5,1.5505499267578124,0.9166362881660461,2.3810452104406444e-05,1.5676989674568176,1037646.0,0.6464605554938316,1.6,200,,,,,,,,,,,,
sft5,1.5364590454101563,0.8137282133102417,1.847729137443634e-05,1.5611850944161416,1171679.0,0.6455233578383922,1.8,225,,,,,,,,,,,,
sft5,1.5874380493164062,0.8605973124504089,1.3448288901490095e-05,1.6156543123722076,1303196.0,0.6381674733757973,2.0,250,,,,,,,,,,,,
sft5,,,,,,,2.0,250,1.6314533948898315,29.873,10.043,1.272,1.590756971585123,1303196.0,0.6283966193073675,,,,,
sft5,1.4326768493652344,0.8663081526756287,8.957950427667753e-06,1.480578884780407,1433880.0,0.6650975182652473,2.2,275,,,,,,,,,,,,
sft5,1.4845652770996094,0.8716663718223572,5.215663433239729e-06,1.5130274251103402,1566435.0,0.6582738840579987,2.4,300,,,,,,,,,,,,
sft5,1.5340165710449218,0.975989818572998,2.3959332586787452e-06,1.5702414882183076,1698591.0,0.6479126742482185,2.6,325,,,,,,,,,,,,
sft5,1.5149955749511719,0.9363721013069153,6.302458041537617e-07,1.540471176505089,1827602.0,0.6560045570135117,2.8,350,,,,,,,,,,,,
sft5,1.48376708984375,0.9457777738571167,9.36254240166412e-10,1.50924345433712,1954794.0,0.6564423955976963,3.0,375,,,,,,,,,,,,
sft5,,,,,,,3.0,375,1.6368223428726196,29.8346,10.055,1.274,1.5405678529488414,1954794.0,0.6276319544566306,,,,,
sft5,,,,,,,3.0,375,,,,,,,,1281.3265,4.683,0.293,6724931650584576.0,1.5825343526204427
sft5,,,,,,,3.0,375,1.6368223428726196,29.9057,10.032,1.271,1.5405678529488414,1954794.0,0.6276319544566306,,,,,
